key,BR,DE,EE,EN,ES LATAM,ES,FR,IT,JA,KO,PL,PT,RU,TR,UA,ZHS,ZHT
DOUBLE,"O DOBRO OU
NADA?","DOPPELT ODER
NICHTS?","TOPELT VÕI
MITTE MIDAGI?","DOUBLE OR
NOTHING?","¿DOBLE
O NADA?","¿DOBLE
O NADA?",QUITTE OU DOUBLE ?,"LASCI O
RADDOPPI?","ダブル・オア・
ナッシング？",더블 아니면 꽝?,"PODWÓJNA STAWKA
ALBO NIC?","DOBRO OU
NADA?","ВСЕ ИЛИ 
НИЧЕГО?","YA HEP
YA HİÇ Mİ?","УДВІЧІ БІЛЬШЕ
ЧИ НІЧОГО?","加倍还是
 放弃？","加倍還是
 放棄？"
YOURE LUCKY,"TEM SORTE QUE TE DEIXARAM
UMA CARGA!","DU HAST GLÜCK, DASS DU
NOCH EINE LADUNG HAST!","SUL VEDAS, ET TA SULLE
SÄRTSU JÄTTIS!","YOU'RE LUCKY IT LEFT YOU
WITH A CHARGE!","¡TIENES SUERTE DE QUE TE DEJARA
CON UNA CARGA!","¡TIENES SUERTE DE QUE TE DEJARA
UNA CARGA!","QUELLE CHANCE, IL T'A LAISSÉ
UNE CHARGE !","CHE FORNUTA, TI È RIMASTA UNA CARICA!",タマがあるとはツイてんな！,"돈만 받고 보내 준 걸
감사하게 생각하시죠!","CAŁE SZCZĘŚCIE,
MASZ JESZCZE TROCHĘ ZDROWIA!","TENS SORTE QUE TE DEIXARAM
COM UMA CARGA!","ПОВЕЗЛО, ЧТО
ОСТАЛСЯ РАЗРЯД!","SANA YAŞAMA FIRSATI VERDİĞİ İÇİN
ŞANSLISIN!","ВАМ ПОЩАСТИЛО, ЩО У ВАС 
ЗАЛИШИВСЯ ЗАРЯД!","你很幸运，
还剩一口气！","你很幸運，
還剩一口氣！"
PORTUGUESE_BRAZIL,PORTUGUÊS (BRAZIL),PORTUGUÊS (BRAZIL),PORTUGUÊS (BRAZIL),PORTUGUÊS (BRAZIL),PORTUGUÊS (BRAZIL),PORTUGUÊS (BRAZIL),PORTUGUÊS (BRAZIL),PORTUGUÊS (BRAZIL),PORTUGUÊS (BRAZIL),PORTUGUÊS (BRAZIL),PORTUGUÊS (BRAZIL),PORTUGUÊS (BRAZIL),PORTUGUÊS (BRAZIL),PORTUGUÊS (BRAZIL),PORTUGUÊS (BRAZIL),PORTUGUÊS (BRAZIL),PORTUGUÊS (BRAZIL)
SPANISH,ESPAÑOL,ESPAÑOL,ESPAÑOL,ESPAÑOL,ESPAÑOL,ESPAÑOL,ESPAÑOL,ESPAÑOL,ESPAÑOL,ESPAÑOL,ESPAÑOL,ESPAÑOL,ESPAÑOL,ESPAÑOL,ESPAÑOL,ESPAÑOL,ESPAÑOL
ITALIAN,ITALIANO,ITALIANO,ITALIANO,ITALIANO,ITALIANO,ITALIANO,ITALIANO,ITALIANO,ITALIANO,ITALIANO,ITALIANO,ITALIANO,ITALIANO,ITALIANO,ITALIANO,ITALIANO,ITALIANO
MP_UI THE GAME IS ABOUT TO START,O JOGO ESTÁ PRESTES A COMEÇAR!,DAS SPIEL BEGINNT GLEICH!,MÄNG ON ALGAMAS!,THE GAME IS ABOUT TO START!,¡LA PARTIDA ESTÁ A PUNTO DE COMENZAR!,¡LA PARTIDA VA A EMPEZAR YA!,LA PARTIE EST SUR LE POINT DE COMMENCER !,LA PARTITA STA PER INIZIARE,まもなくゲーム開始！,곧 게임이 시작됩니다!,ZARAZ ROZPOCZNIE SIĘ GRA!,O JOGO ESTÁ PRESTES A COMEÇAR!,ИГРА ВОТ-ВОТ НАЧНЕТСЯ!,OYUN BAŞLAMAK ÜZERE!,ГРА ОСЬ-ОСЬ ПОЧНЕТЬСЯ!,游戏即将开始！,遊戲即將開始！
MP_UI NUM OF ITEMS,NÚMERO DE ITENS:,ANZAHL GEGENSTÄNDE:,ASJADE KOGUS:,NUMBER OF ITEMS:,CANTIDAD DE OBJETOS:,NÚMERO DE OBJETOS:,NOMBRE D'OBJETS :,NUMERO DI OGGETTI:,アイテム数：,아이템 수:,LICZBA PRZEDMIOTÓW:,NÚMERO DE ITENS:,КОЛ-ВО ПРЕДМЕТОВ:,EŞYA SAYISI:,КІЛЬКІСТЬ ПРЕДМЕТІВ:,物品数：,物品數：
MP_UI LOBBY VERSION MISMATCH HOST,%s está rodando uma versão do jogo incompatível com a sua.,Die Spielversion von %s stimmt nicht mit deiner überein.,%s jooksutab mängu versiooni mis erineb sinu omast.,%s is running a version of the game that does not match yours.,La versión del juego de %s no coincide con la tuya.,La versión del juego de %s no corresponde con la tuya.,%s utilise une version du jeu qui ne correspond pas à la vôtre.,%s sta giocando ad una versione diversa dalla tua.,%sは異なるバージョンのゲーム実行中,%s 님과 귀하의 게임 버전이 다릅니다.,"Gracz %s korzysta z wersji gry, która nie działa z twoją.",%s está a executar uma versão do jogo incompatível com a tua.,"Версия игры, которую использует %s, не совпадает с вашей.","%s adlı kullanıcının oyun sürümü, seninkiyle aynı değil.","У гравця (%s) версія гри, яка несумісна з вашою.",%s 正在运行与你的版本不匹配的游戏。,%s的遊戲版本和你的遊戲版本不同。
MP_REMOTE,REMOTO,FERNBEDIENUNG,PULT,REMOTE,CONTROL REMOTO,REMOTO,TÉLÉCOMMANDE,TELECOMANDO,リモコン,리모콘,PILOT,REMOTO,ПУЛЬТ,UZAKTAN KUMANDA,ПУЛЬТ,远程,遙控器
MP_SHOTGUN DESC,"ATIRAR EM SI MESMO COM
FESTIM NÃO ACABA O SEU TURNO.","DEINE RUNDE ENDET NICHT, WENN DU DICH MIT EINER PLATZPATRONE ABSCHIESST.","ENDA TULISTAMINE TÜHJAGA
JÄTKAB SINU KÄIKU.","SHOOTING YOURSELF WITH A BLANK
DOES NOT END YOUR TURN.","SI TE DISPARAS CON UNA BALA DE
FOGUEO, NO TERMINA TU TURNO.","SI TE DISPARAS CON UNA BALA
DE FOGUEO, NO TERMINA TU TURNO.",VOUS TIRER DESSUS AVEC UNE CARTOUCHE INERTE NE MET PAS FIN À VOTRE TOUR.,"SPARANDOTI CON UN PROIETTILE 
A SALVE NON TERMINA IL TUO TURNO.","空包で自分を撃つと
ターン継続",스스로에게 공포탄을 발사할 경우 턴이 끝나지 않습니다.,"POSTRZELENIE SIĘ ŚLEPYM
NABOJEM NIE KOŃCZY TURY.","DISPARARES CONTRA TI PRÓPRIO COM
UMA MUNIÇÃO SEM BALA NÃO TERMINA O TEU TURNO.","ХОЛОСТОЙ ВЫСТРЕЛ В
СЕБЯ НЕ ЗАКАНЧИВАЕТ ХОД.","KENDİNİ KURUSIKI FİŞEKLE
VURURSAN SIRAN SONA ERMEZ.","ЯКЩО ВИСТРІЛИТИ В СЕБЕ ХОЛОСТИМ
ПАТРОНОМ, ТО ВАШ ХІД НЕ ПРОПУСКАЄТЬСЯ.","如果朝自己射出的是空包弹，
则你的回合继续。","若朝自己射出了空包彈，
則仍是你的回合。"
MP_UI REVERT,REVERTER AO PADRÃO,ZURÜCKSETZEN,TAASTA VAIKESEADED,REVERT TO DEFAULT,RESTABLECER VALORES PREDETERMINADOS,RESTABLECER VALORES PREDETERMINADOS,REVENIR AUX PARAMÈTRES PAR DÉFAUT,RIPRISTINA IMPOSTAZIONI DI DEFAULT,デフォルトへ戻す,기본값으로 되돌리기,PRZYWRÓĆ WARTOŚĆ DOMYŚLNĄ,REVERTER PARA AS PREDEFINIÇÕES,ПО УМОЛЧАНИЮ,VARSAYILANA DÖNDÜR,УСЕ ЗА ЗАМОВЧУВАННЯМ,恢复默认设置,恢復為預設
MP_JOIN,JUNTAR-SE,BEITRETEN,ÜHINE,JOIN,ENTRAR,ENTRAR,REJOINDRE,ENTRA,参加,참가하기,DOŁĄCZ,JUNTAR,ПРИСОЕДИНИТЬСЯ,BAĞLAN,ПРИЄДНАТИСЯ,加入,加入
NO,NÃO,NEIN,EI,NO,NO,NO,NON,NO,いいえ,아니요,NIE,NÃO,НЕТ,HAYIR,НІ,否,否
MP_LOBBY HIGH ROLLERS,GRANDES APOSTADORES:,HIGH ROLLER:,KULUTAJAD:,HIGH ROLLERS:,GRANDES APOSTANTES,GRANDES APOSTANTES:,GROS PARIEURS :,GIOCATORI,ハイローラー：,고액 배팅자:,HAZARDZIŚCI:,GRANDES APOSTADORES:,ИГРАЮТ ПО-КРУПНОМУ:,YÜKSEK BAHİSÇİLER:,КИТИ:,豪赌客：,豪賭客：
FRENCH,FRANÇAIS,FRANÇAIS,FRANÇAIS,FRANÇAIS,FRANÇAIS,FRANÇAIS,FRANÇAIS,FRANÇAIS,FRANÇAIS,FRANÇAIS,FRANÇAIS,FRANÇAIS,FRANÇAIS,FRANÇAIS,FRANÇAIS,FRANÇAIS,FRANÇAIS
<!MissingKey:>,,,,,,,,,,,,,,,,,
MP_UI SKIP INTRO,PULAR INTRODUÇÃO,INTRO ÜBERSPRINGEN,JÄTA SISSEJUHATUS VAHELE,SKIP INTRO,SALTAR INTRODUCCIÓN,SALTAR INTRODUCCIÓN,PASSER L'INTRODUCTION,SALTA INTRO,イントロスキップ,인트로 건너뛰기,POMIŃ INTRO,SALTAR INTRODUÇÃO,ПРОПУСТИТЬ ВСТУПЛЕНИЕ,GİRİŞİ ATLA,ПРОПУСТИТИ ВСТУП,跳过介绍,跳過開場動畫
MP_UI ITEM DISTRIBUTION  EXPL,"(MÁX. POR JOGADOR, MÁX. NA MESA, ESTÁ EM JOGO)","(MAX. PRO SPIELER, MAX. AUF DEM TISCH, BEFINDET SICH IM SPIEL)","(MAX MÄNGIJALE, MAX LAUAL, KAS ON MÄNGUS)","(MAX PER PLAYER, MAX ON TABLE, IS IN-GAME)","(MÁX. POR JUGADOR, MÁX. EN LA MESA, EN JUEGO)","(MÁX. POR JUGADOR, MÁX. EN LA MESA, EN JUEGO)","(MAXIMUM PAR JOUEUR, MAXIMUM SUR LA TABLE, EST EN JEU)","(LIMITE PER GIOCATORE, LIMITE SUL TAVOLO, LIMITE IN GIOCO)",（プレイヤー所持上限・テーブル上限・ゲーム内上限）,"(플레이어당 최대 보유 수량, 테이블 위 최대 수량, 게임 내 아이템 존재 여부)","(MAKS. NA GRACZA, MAKS. NA STOLE, JUŻ W GRZE)","(MÁX. POR JOGADOR, MÁX. NA MESA, ESTÁ EM JOGO)","(МАКС. НА ИГРОКА, МАКС. НА СТОЛ, НАЛИЧИЕ В ИГРЕ)","(OYUNU BAŞINA MAKS., MASADA MAKS., OYUNDA MEVCUT)","(МАКС. НА ГРАВЦЯ, МАКС. НА СТОЛІ, У ГРІ)",（每名玩家的最大数，桌上最大数，是否在游戏中）,（玩家持有上限、盤面上限、總數上限）
PRESS ANY BUTTON REMAP,PRESSIONE QUALQUER BOTÃO,DRÜCKE EINE BELIEBIGE TASTE,VAJUTA ÜKSKÕIK MIS NUPPU,PRESS ANY BUTTON,PRESIONA CUALQUIER BOTÓN,PULSA CUALQUIER BOTÓN,APPUYER SUR UNE TOUCHE,PREMI QUALSIASI TASTO,任意のボタン押下,아무 버튼이나 누르기,NACIŚNIJ DOWOLNY PRZYCISK,PRESSIONA QUALQUER BOTÃO,НАЖМИТЕ ЛЮБУЮ КНОПКУ,HERHANGİ BİR TUŞA BAS,НАТИСНІТЬ БУДЬ-ЯКУ КЛАВІШУ,按任意键,按任意鍵
BLANKROUND,%s MUNIÇÃO DE FESTIM.,%s PLATZPATRONE.,%s TÜHI.,%s BLANK.,%s BALA DE FOGUEO.,%s BALA DE FOGUEO.,%s CARTOUCHE INERTE.,%s PROIETTILE A SALVE.,空包 %s,%s 공포탄이야.,%s ŚLEPY NABÓJ.,%s MUNIÇÃO SEM BALA,%s ХОЛОСТОЙ.,%s KURUSIKI.,%s ХОЛОСТИЙ.,%s 空包弹。,%s 空包彈。
MP_UI THE CHIMNEY,A CHAMINÉ,DER SCHLOT,KORSTEN,THE CHIMNEY,CHIMENEA,EL CARRETERO,FUME COMME UN POMPIER,IL CAMINETTO,愛煙家,굴뚝,KOMIN,A CHAMINÉ,ПАРОВОЗ,TİRYAKİ,ДИМОХІД,最火力全开,癮君子
NAVIGATE LEFT,MOVER PARA A ESQUERDA,NACH LINKS BEWEGEN,LIIGU VASAKULE,MOVE LEFT,IZQUIERDA,IZQUIERDA,GAUCHE,VAI A SINISTRA,左,왼쪽 이동,RUCH W LEWO,MOVER PARA A ESQUERDA,ДВИЖЕНИЕ ВЛЕВО,SOLA GİT,ВЛІВО,向左移动,向左移動
SHELL INSERT2,"ELES ENTRAM NA CÂMARA DA ARMA
EM UMA SEQUÊNCIA DESCONHECIDA.",SIE GEHEN ZUFÄLLIG VERTEILT IN DIE KAMMER.,"NAD SISENEVAD RELVA
PEIDETUD JADAS.","THEY ENTER THE CHAMBER
IN A HIDDEN SEQUENCE.","SU DISPOSICIÓN EN LA RECÁMARA
PERMANECE OCULTA.","SU DISPOSICIÓN EN LA RECÁMARA
PERMANECE OCULTA.","LA SÉQUENCE D'ENTRÉE DANS
LA CHAMBRE EST DISSIMULÉE.","ENTRANO IN CANNA
IN SEQUENZA NASCOSTA.",薬室への装填順は不明,"약실에 무슨 탄이 먼저
들어가는지는 알 수 없지.","SĄ ŁADOWANE DO KOMORY
W UKRYTEJ SEKWENCJI.",ENTRAM NA CÂMARA DA ARMA NUMA SEQUÊNCIA OCULTA.,"ОНИ ПОПАДАЮТ В ПАТРОННИК
В СКРЫТОЙ ПОСЛЕДОВАТЕЛЬНОСТИ.","FİŞEK YATAĞINA
GİZLİ BİR SIRADA GELİYORLAR.","ВОНИ ПОТРАПЛЯЮТЬ У НАБІЙНИК 
У НЕВІДОМІЙ ПОСЛІДОВНОСТІ.","谁都不知道子弹
上膛的次序。","誰都不知道子彈
上膛的次序。"
CHINESE_TRADITIONAL,繁体中文 (TRADITIONAL),繁体中文 (TRADITIONAL),繁体中文 (TRADITIONAL),繁体中文 (TRADITIONAL),繁体中文 (TRADITIONAL),繁体中文 (TRADITIONAL),繁体中文 (TRADITIONAL),繁体中文 (TRADITIONAL),繁体中文 (TRADITIONAL),繁体中文 (TRADITIONAL),繁体中文 (TRADITIONAL),繁体中文 (TRADITIONAL),繁体中文 (TRADITIONAL),繁体中文 (TRADITIONAL),繁体中文 (TRADITIONAL),繁体中文 (TRADITIONAL),繁体中文 (TRADITIONAL)
MP_LOBBY SET PUBLIC,O LOBBY AGORA ESTÁ PÚBLICO.,DIE LOBBY IST JETZT ÖFFENTLICH ZUGÄNGLICH.,RUUM ON NÜÜDSEST AVALIK.,THE LOBBY IS NOW PUBLIC.,LA SALA ES PÚBLICA.,LA SALA ES PÚBLICA,LE SALON EST DORÉNAVANT PUBLIC.,LA PARTITA È ORA PUBBLICA.,ロビー公開中,로비를 공개 상태로 설정합니다.,LOBBY JEST PUBLICZNE.,O LOBBY ESTÁ AGORA PÚBLICO.,ЛОББИ СТАЛО ОТКРЫТЫМ ДЛЯ ВСЕХ.,LOBİ ARTIK HERKESE AÇIK.,ТЕПЕР ЛОБІ ПУБЛІЧНЕ.,房间已设为公开。,已設為公開的房間。
SHELL INSERT1,"EU INSIRO OS CARTUCHOS
DE FORMA ALEATÓRIA.","ICH LEGE DIE PATRONEN
IN UNBEKANNTER REIHENFOLGE EIN.","MA SISESTAN PADRUNID
TUNDMATUS JÄRJEKORRAS.","I INSERT THE SHELLS
IN AN UNKNOWN ORDER.","INSERTO LOS CARTUCHOS
EN UN ORDEN DESCONOCIDO.","INSERTO LOS CARTUCHOS
DE MANERA ALEATORIA.","J'INSÈRE LES CARTOUCHES
DANS UN ORDRE ALÉATOIRE.","INSERISCO I PROIETTILI
IN MANIERA CASUALE.",弾を不規則に装弾する,"탄을 내가 넣긴 하지만
순서는 나도 모른다고.","UMIESZCZAM NABOJE
W NIEZNANEJ KOLEJNOŚCI.","EU INSIRO OS CARTUCHOS
NUMA ORDEM DESCONHECIDA.","Я ВСТАВЛЯЮ ПАТРОНЫ
В СЛУЧАЙНОМ ПОРЯДКЕ.","FİŞEKLERİ BİLİNMEYEN
BİR SIRAYLA YERLEŞTİRİYORUM.","Я ЗАРЯДЖАЮ ПАТРОНИ 
У НЕВІДОМОМУ ПОРЯДКУ.","我按随机顺序
装入了子弹。","我按隨機順序
裝入了子彈。"
HANDSAW,SERRA DE MÃO,HANDSÄGE,KÄSISAAG,HAND SAW,SIERRA DE MANO,SIERRA DE MANO,SCIE À MAIN,SEGA,ノコギリ,쇠톱,PIŁA RĘCZNA,SERRA DE MÃO,НОЖОВКА,EL TESTERESİ,НОЖІВКА,手锯,手鋸
MP_UI LOBBY KICKED,Você foi chutado do jogo.,Du wurdest aus dem Spiel geworfen.,Sind on mängust välja visatud.,You have been kicked from the game.,Te echaron de la partida.,Te han echado de la partida.,Vous avez été exclu de la partie.,Sei stato cacciato dalla partita.,ゲームからブロックされました,게임으로부터 강제 퇴장당하였습니다.,Wyrzucono cię z gry.,Foste expulso do jogo.,Вас выгнали из игры.,Oyundan atıldın.,Вас вигнали з гри.,你已被踢出游戏。,你被踢出遊戲。
ML DRANK,ML DE CERVEJA BEBIDOS,ML BIER GETRUNKEN,ML ÕLU JOODUD,ML OF BEER DRANK,ML DE CERVEZA BEBIDOS,ML DE CERVEZA BEBIDOS,ML DE BIÈRE BUS,ML DI BIRRA BEVUTI,飲酒量（ＭＬ）,마신 맥주의 양,ML WYPITEGO PIWA,ML DE CERVEJA BEBIDOS,ВЫПИТО ПИВА В МЛ ....,İÇİLEN BİRA (ML):,"ВИПИТО ПИВА, МЛ",喝掉的啤酒毫升数,喝掉的啤酒毫升數
ATTRIBUTION SPECIAL THANKS,"AGRADECIMENTOS ESPECIAIS

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
1jem - OpenGL suporte
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam","BESONDEREN DANK AN

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
1jem – OpenGL-Unterstützung
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam","ERILINE TÄNU

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
1jem - OpenGL implementatsioon
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam","SPECIAL THANKS

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
1jem - OpenGL support
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam","AGRADECIMIENTOS ESPECIALES

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
1jem - OpenGL apoyo
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam","AGRADECIMIENTOS ESPECIALES

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
1jem - OpenGL soporte
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam","REMERCIEMENTS PARTICULIERS

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
1jem - OpenGL soutien
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam","RINGRAZIAMENTI SPECIALI

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
1jem - OpenGL supporto
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam","スペシャルサンクス

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
1jem - OpenGL support
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam","SPECIAL THANKS

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
1jem - OpenGL 지원
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam","SPECJALNE PODZIĘKOWANIA

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
1jem - OpenGL wsparcie
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam","AGRADECIMENTOS ESPECIAIS

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
1jem - OpenGL suporte
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam","ОСОБАЯ БЛАГОДАРНОСТЬ

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
1jem - OpenGL помощь
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam","ÖZEL TEŞEKKÜRLER

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
1jem - OpenGL desteği
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam","ОКРЕМА ПОДЯКА

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
OpenGL підтримка 1jem 
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam","特别感谢

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
1jem - OpenGL 支持
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam","特別鳴謝

ManlyBadassHero
Alpha Beta Gamer
The Fainting Room
Erik Engström (WRIKS WRAD)
GDeavid
Jamesy
Alice Bottino
Joy
Tito
Lev Yakovlev
Hürcan ‘horrorvisuals’ Köse
Turtle Pals Tapes
1jem - OpenGL 支援
nicolith
irve
Cyanone
LazarusOverlook
Freepik
GodotSteam"
